date,open,high,low,close,price,total_volume,market_cap,price_change_pct,market_cap_rank,circulating_supply,month,year,quarter,day_of_week,rolling_7d_avg,rolling_30d_avg,volatility_7d,volume_usd
2023-10-25,2270.78,2325.05,2212.04,2285.94,2285.94,11606620255.0,274312594980.0,-6.8172,2,119898936.0,October,2023,Q4,Wednesday,2367.52,2314.16,81.5175,11606620255.0
2023-10-26,2309.8,2326.13,2236.84,2285.04,2285.04,9534998740.0,274204247929.0,-0.0395,2,120056246.0,October,2023,Q4,Thursday,2355.26,2317.86,87.1887,9534998740.0
2023-10-27,2399.95,2534.79,2421.16,2438.32,2438.32,8890023460.0,292597947046.0,6.2863,2,120066640.0,October,2023,Q4,Friday,2351.84,2320.42,82.6366,8890023460.0
2023-10-28,2385.08,2441.86,2329.7,2426.32,2426.32,7919357551.0,291158229334.0,-0.4945,2,119865080.0,October,2023,Q4,Saturday,2379.27,2323.54,67.63,7919357551.0
2023-10-29,2450.87,2514.55,2411.65,2428.71,2428.71,5864713733.0,291444777366.0,0.0983,2,120026034.0,October,2023,Q4,Sunday,2385.8,2326.55,70.208,5864713733.0
2023-10-30,2442.16,2504.28,2370.96,2442.6,2442.6,10136719683.0,293111613240.0,0.5687,2,120108651.0,October,2023,Q4,Monday,2392.67,2334.45,73.4795,10136719683.0
2023-10-31,2384.63,2414.97,2273.48,2366.8,2366.8,9053715382.0,284015711074.0,-3.2026,2,119999558.0,October,2023,Q4,Tuesday,2381.96,2333.57,70.5339,9053715382.0
2023-11-01,2439.82,2520.53,2413.49,2446.2,2446.2,19496260788.0,293544159162.0,3.246,2,119804841.0,November,2023,Q4,Wednesday,2404.86,2342.71,59.2841,19496260788.0
2023-11-02,2432.66,2511.74,2433.07,2457.59,2457.59,13365632394.0,294910681104.0,0.4634,2,119803615.0,November,2023,Q4,Thursday,2429.51,2346.83,29.6068,13365632394.0
2023-11-03,2414.04,2468.4,2361.57,2383.62,2383.62,10209155585.0,286033894665.0,-3.1034,2,119942812.0,November,2023,Q4,Friday,2421.69,2344.09,33.8126,10209155585.0
2023-11-04,2627.84,2691.59,2556.2,2596.74,2596.74,13707014015.0,311609128522.0,8.2075,2,120170478.0,November,2023,Q4,Saturday,2446.04,2356.84,74.5333,13707014015.0
2023-11-05,2511.61,2541.44,2470.92,2492.2,2492.2,7087950520.0,299063763324.0,-4.1949,2,119891471.0,November,2023,Q4,Sunday,2455.11,2364.84,75.9235,7087950520.0
2023-11-06,2344.33,2400.64,2296.74,2365.89,2365.89,11660656238.0,283906670690.0,-5.3388,2,120053745.0,November,2023,Q4,Monday,2444.15,2366.75,83.2155,11660656238.0
2023-11-07,2529.81,2585.57,2502.61,2520.71,2520.71,14393514821.0,302484939608.0,6.1419,2,119888830.0,November,2023,Q4,Tuesday,2466.14,2375.3,79.628,14393514821.0
2023-11-08,2383.95,2485.82,2342.56,2397.29,2397.29,12333467477.0,287674213575.0,-5.1484,2,119928668.0,November,2023,Q4,Wednesday,2459.15,2382.4,83.7101,12333467477.0
2023-11-09,2503.8,2576.88,2443.86,2545.39,2545.39,11026682010.0,305446250414.0,5.8184,2,120139217.0,November,2023,Q4,Thursday,2471.69,2389.99,89.7943,11026682010.0
2023-11-10,2625.45,2651.56,2495.87,2582.35,2582.35,19907725833.0,309881428579.0,1.4313,2,120091545.0,November,2023,Q4,Friday,2500.08,2401.7,88.7177,19907725833.0
2023-11-11,2396.0,2497.22,2366.81,2431.32,2431.32,18204721432.0,291758258626.0,-6.2117,2,119838160.0,November,2023,Q4,Saturday,2476.45,2404.13,80.313,18204721432.0
2023-11-12,2627.92,2660.58,2540.86,2581.43,2581.43,14351089372.0,309771964570.0,5.8152,2,119971481.0,November,2023,Q4,Sunday,2489.2,2415.15,89.7556,14351089372.0
2023-11-13,2539.35,2569.29,2476.55,2544.85,2544.85,13540660418.0,305381453905.0,-1.4377,2,119811668.0,November,2023,Q4,Monday,2514.76,2418.21,72.6335,13540660418.0
2023-11-14,2552.56,2662.81,2524.5,2585.11,2585.11,14309907197.0,310213797669.0,1.5577,2,119992356.0,November,2023,Q4,Tuesday,2523.96,2428.68,77.4323,14309907197.0
2023-11-15,2683.17,2777.3,2625.34,2678.68,2678.68,8019681617.0,321442147609.0,3.4931,2,120064974.0,November,2023,Q4,Wednesday,2564.16,2440.9,73.6597,8019681617.0
2023-11-16,2552.48,2543.35,2490.88,2514.96,2514.96,10927066149.0,301795358416.0,-6.51,2,119847401.0,November,2023,Q4,Thursday,2559.81,2444.47,75.8185,10927066149.0
2023-11-17,2505.06,2515.05,2392.57,2482.0,2482.0,5591892993.0,297840175242.0,-1.328,2,119915554.0,November,2023,Q4,Friday,2545.48,2452.23,80.2073,5591892993.0
2023-11-18,2509.3,2575.57,2427.48,2478.9,2478.9,12133190562.0,297468036874.0,-0.1251,2,119959135.0,November,2023,Q4,Saturday,2552.28,2455.83,70.3283,12133190562.0
2023-11-19,2508.44,2520.86,2463.17,2492.61,2492.61,13145368759.0,299112863129.0,0.5499,2,120167812.0,November,2023,Q4,Sunday,2539.59,2456.84,72.1796,13145368759.0
2023-11-20,2579.25,2648.9,2513.82,2559.56,2559.56,8416246042.0,307147216973.0,2.6158,2,120197302.0,November,2023,Q4,Monday,2541.69,2467.68,72.5715,8416246042.0
2023-11-21,2637.25,2658.74,2550.21,2600.92,2600.92,19460432707.0,312110233977.0,1.5901,2,119817965.0,November,2023,Q4,Tuesday,2543.95,2474.94,74.3718,19460432707.0
2023-11-22,2577.63,2639.25,2515.27,2603.7,2603.7,18641819164.0,312443757547.0,0.1067,2,120104403.0,November,2023,Q4,Wednesday,2533.24,2481.92,54.4691,18641819164.0
2023-11-23,2654.58,2749.92,2574.24,2655.71,2655.71,15832148532.0,318684938827.0,1.9584,2,119948690.0,November,2023,Q4,Thursday,2553.34,2489.05,70.2817,15832148532.0
2023-11-24,2569.6,2652.07,2515.61,2598.57,2598.57,13000799431.0,311828883294.0,-2.1987,2,119956983.0,November,2023,Q4,Friday,2570.0,2499.47,64.0984,13000799431.0
2023-11-25,2774.94,2784.5,2707.18,2721.84,2721.84,18049537395.0,326621234020.0,4.5289,2,120101706.0,November,2023,Q4,Saturday,2604.7,2514.03,71.8545,18049537395.0
2023-11-26,2638.49,2638.0,2541.72,2592.44,2592.44,6959785157.0,311092520060.0,-4.9917,2,120167371.0,November,2023,Q4,Sunday,2618.96,2519.17,53.4487,6959785157.0
2023-11-27,2786.98,2912.41,2777.26,2839.29,2839.29,16857646914.0,340714963077.0,8.6942,2,120180371.0,November,2023,Q4,Monday,2658.92,2532.93,92.1751,16857646914.0
2023-11-28,2701.85,2708.55,2664.61,2679.81,2679.81,6872312210.0,321577568680.0,-5.9511,2,120030849.0,November,2023,Q4,Tuesday,2670.19,2541.3,88.6568,6872312210.0
2023-11-29,2612.98,2617.29,2533.07,2569.28,2569.28,16913159938.0,308313495287.0,-4.3021,2,119942848.0,November,2023,Q4,Wednesday,2665.28,2545.53,93.7667,16913159938.0
2023-11-30,2527.57,2659.95,2479.35,2560.28,2560.28,9136513524.0,307233419690.0,-0.3515,2,120115020.0,November,2023,Q4,Thursday,2651.64,2551.97,101.9681,9136513524.0
2023-12-01,2699.97,2730.44,2666.26,2692.65,2692.65,18156358715.0,323117747515.0,4.916,2,119900401.0,December,2023,Q4,Friday,2665.08,2560.19,99.9876,18156358715.0
2023-12-02,2688.22,2718.27,2581.51,2644.27,2644.27,19160631407.0,317312549432.0,-1.8295,2,120025630.0,December,2023,Q4,Saturday,2654.0,2566.41,96.8999,19160631407.0
2023-12-03,2676.52,2772.04,2693.18,2727.36,2727.36,7231939541.0,327283242602.0,3.0465,2,119943431.0,December,2023,Q4,Sunday,2673.28,2577.87,96.0281,7231939541.0
2023-12-04,2737.63,2803.29,2701.45,2716.18,2716.18,11940134076.0,325941742118.0,-0.4116,2,120062652.0,December,2023,Q4,Monday,2655.69,2581.85,67.6309,11940134076.0
2023-12-05,2658.83,2706.24,2644.53,2680.56,2680.56,19714810672.0,321667616780.0,-1.3287,2,119896160.0,December,2023,Q4,Tuesday,2655.8,2588.13,67.676,19714810672.0
2023-12-06,2671.29,2728.99,2523.85,2626.7,2626.7,12251111540.0,315203473427.0,-2.0508,2,119876637.0,December,2023,Q4,Wednesday,2664.0,2596.82,58.2676,12251111540.0
2023-12-07,2629.92,2635.18,2495.96,2581.28,2581.28,17953212838.0,309753401511.0,-1.7595,2,120167296.0,December,2023,Q4,Thursday,2667.0,2598.84,52.2693,17953212838.0
2023-12-08,2722.28,2710.22,2571.54,2674.75,2674.75,13830972832.0,320969476823.0,3.4944,2,119840721.0,December,2023,Q4,Friday,2664.44,2608.09,51.2328,13830972832.0
2023-12-09,2784.07,2808.05,2725.43,2786.95,2786.95,10629948619.0,334433902552.0,4.026,2,120002383.0,December,2023,Q4,Saturday,2684.83,2616.14,67.6285,10629948619.0
2023-12-10,2783.23,2773.52,2719.25,2743.5,2743.5,9286753333.0,329220124925.0,-1.5837,2,119888341.0,December,2023,Q4,Sunday,2687.13,2621.52,69.5677,9286753333.0
2023-12-11,2670.92,2695.71,2570.91,2634.61,2634.61,8048346366.0,316153514341.0,-4.133,2,119815572.0,December,2023,Q4,Monday,2675.48,2628.29,70.7132,8048346366.0
2023-12-12,2736.04,2802.27,2698.37,2755.98,2755.98,16426972871.0,330717895023.0,4.4039,2,119814408.0,December,2023,Q4,Tuesday,2686.25,2634.11,77.0759,16426972871.0
2023-12-13,2817.35,2875.34,2684.68,2780.76,2780.76,10798107602.0,333691671447.0,0.8912,2,119870089.0,December,2023,Q4,Wednesday,2708.26,2641.97,79.2029,10798107602.0
2023-12-14,2637.23,2740.95,2664.33,2686.99,2686.99,12669131933.0,322438926193.0,-3.4899,2,120146708.0,December,2023,Q4,Thursday,2723.36,2645.37,58.2672,12669131933.0
2023-12-15,2788.4,2815.77,2716.35,2777.71,2777.71,12384882200.0,333324676688.0,3.2658,2,119912991.0,December,2023,Q4,Friday,2738.07,2648.67,56.9304,12384882200.0
2023-12-16,2747.72,2851.6,2749.24,2777.72,2777.72,13659185438.0,333325868722.0,0.0004,2,120180184.0,December,2023,Q4,Saturday,2736.75,2657.43,55.7033,13659185438.0
2023-12-17,2648.4,2769.18,2645.21,2689.21,2689.21,17983657184.0,322705465008.0,-3.2911,2,120032649.0,December,2023,Q4,Sunday,2729.0,2664.34,58.3251,17983657184.0
2023-12-18,2769.13,2847.35,2730.02,2816.8,2816.8,19711090154.0,338016001653.0,4.5295,2,119974646.0,December,2023,Q4,Monday,2755.02,2675.6,49.1077,19711090154.0
2023-12-19,2862.8,2871.37,2778.97,2840.5,2840.5,11113763129.0,340859977724.0,0.8344,2,120032036.0,December,2023,Q4,Tuesday,2767.1,2687.2,58.8134,11113763129.0
2023-12-20,2871.16,2907.83,2837.21,2889.67,2889.67,17412783832.0,346760483053.0,1.7016,2,120006679.0,December,2023,Q4,Wednesday,2782.66,2698.2,75.1628,17412783832.0
2023-12-21,2920.67,2983.73,2840.21,2894.65,2894.65,16467916920.0,347357588679.0,0.1719,2,120103511.0,December,2023,Q4,Thursday,2812.32,2707.99,72.0261,16467916920.0
2023-12-22,2660.3,2783.81,2650.29,2707.37,2707.37,13602934272.0,324884135850.0,-6.9174,2,119912998.0,December,2023,Q4,Friday,2802.27,2711.45,81.8909,13602934272.0
2023-12-23,2729.4,2809.14,2660.42,2749.71,2749.71,19340707154.0,329965722007.0,1.54,2,119941220.0,December,2023,Q4,Saturday,2798.27,2714.58,83.9492,19340707154.0
2023-12-24,2877.56,2972.27,2768.95,2873.02,2873.02,8007117733.0,344762313600.0,4.2918,2,120157638.0,December,2023,Q4,Sunday,2824.53,2723.73,72.0539,8007117733.0
2023-12-25,2913.4,2975.52,2769.22,2879.91,2879.91,6638963155.0,345589160866.0,0.2393,2,120178583.0,December,2023,Q4,Monday,2833.55,2729.0,74.8205,6638963155.0
2023-12-26,2865.98,2960.49,2792.97,2886.91,2886.91,17809429504.0,346429490506.0,0.2426,2,120157023.0,December,2023,Q4,Tuesday,2840.18,2738.81,77.5459,17809429504.0
2023-12-27,3176.65,3272.59,3110.04,3160.74,3160.74,11587247250.0,379288529095.0,8.6633,2,119967779.0,December,2023,Q4,Wednesday,2878.9,2749.53,144.8529,11587247250.0
2023-12-28,2949.76,2940.36,2820.42,2904.91,2904.91,17704532813.0,348588880624.0,-8.8068,2,120112146.0,December,2023,Q4,Thursday,2880.37,2757.03,145.0905,17704532813.0
2023-12-29,2970.4,2983.07,2896.63,2956.7,2956.7,18396353078.0,354804244785.0,1.7518,2,119990534.0,December,2023,Q4,Friday,2915.99,2769.94,124.7167,18396353078.0
2023-12-30,2917.2,2991.28,2907.67,2948.7,2948.7,5936863904.0,353843893261.0,-0.2714,2,119999016.0,December,2023,Q4,Saturday,2944.41,2782.89,100.9054,5936863904.0
2023-12-31,2875.15,2951.42,2830.0,2930.91,2930.91,18251971445.0,351709407612.0,-0.6069,2,119881872.0,December,2023,Q4,Sunday,2952.68,2790.83,96.3484,18251971445.0
2024-01-01,2902.24,2927.37,2841.75,2859.9,2859.9,11724785831.0,343187704823.0,-2.4831,2,120036452.0,January,2024,Q1,Monday,2949.82,2798.02,99.1242,11724785831.0
2024-01-02,2895.52,3063.58,2844.12,2952.05,2952.05,12656487335.0,354246058514.0,3.1217,2,119874454.0,January,2024,Q1,Tuesday,2959.13,2805.51,95.214,12656487335.0
2024-01-03,2878.11,2853.7,2775.64,2835.61,2835.61,14398887666.0,340273701470.0,-4.1062,2,119932626.0,January,2024,Q1,Wednesday,2912.68,2809.49,48.1377,14398887666.0
2024-01-04,2887.83,2911.24,2805.74,2884.49,2884.49,18895739101.0,346139233359.0,1.6946,2,120142012.0,January,2024,Q1,Thursday,2909.77,2816.29,49.2921,18895739101.0
2024-01-05,2920.91,2930.28,2789.9,2870.5,2870.5,5286741416.0,344459878527.0,-0.4875,2,119882830.0,January,2024,Q1,Friday,2897.45,2824.42,46.2885,5286741416.0
2024-01-06,2956.57,3031.76,2815.51,2921.66,2921.66,12152652025.0,350598669934.0,1.7509,2,119828463.0,January,2024,Q1,Saturday,2893.59,2835.76,42.2511,12152652025.0
2024-01-07,3167.81,3155.84,3021.2,3105.94,3105.94,15315830636.0,372713183756.0,5.9334,2,119827603.0,January,2024,Q1,Sunday,2918.59,2850.14,91.3187,15315830636.0
2024-01-08,2760.36,2840.12,2703.39,2776.94,2776.94,15840604365.0,333232829433.0,-11.8477,2,120176314.0,January,2024,Q1,Monday,2906.74,2849.8,104.6201,15840604365.0
2024-01-09,3018.58,3005.94,2964.76,2986.66,2986.66,15387986473.0,358398990254.0,7.0218,2,120002768.0,January,2024,Q1,Tuesday,2911.69,2857.91,107.8851,15387986473.0
2024-01-10,2797.04,2836.68,2743.07,2808.06,2808.06,7016526941.0,336967229876.0,-6.3602,2,119963765.0,January,2024,Q1,Wednesday,2907.75,2863.69,111.5628,7016526941.0
2024-01-11,2902.19,3019.35,2874.74,2904.53,2904.53,9490933826.0,348543164577.0,3.3212,2,120124351.0,January,2024,Q1,Thursday,2910.61,2868.64,111.1227,9490933826.0
2024-01-12,3049.96,3152.16,2940.99,3034.48,3034.48,10380732881.0,364137965271.0,4.2827,2,120134330.0,January,2024,Q1,Friday,2934.04,2877.1,118.309,10380732881.0
2024-01-13,3001.68,2972.78,2889.67,2957.48,2957.48,17066558115.0,354897316628.0,-2.6038,2,119932876.0,January,2024,Q1,Saturday,2939.16,2886.11,118.4589,17066558115.0
2024-01-14,2926.56,2980.96,2788.26,2870.97,2870.97,9181398086.0,344515883143.0,-3.0133,2,120077447.0,January,2024,Q1,Sunday,2905.59,2889.22,94.11,9181398086.0
2024-01-15,2935.86,2984.19,2885.93,2904.69,2904.69,8160574458.0,348563110254.0,1.1611,2,120108449.0,January,2024,Q1,Monday,2923.84,2893.46,75.5635,8160574458.0
2024-01-16,3010.96,3127.77,2996.83,3020.9,3020.9,19361720286.0,362507734854.0,3.8467,2,120061860.0,January,2024,Q1,Tuesday,2928.73,2904.51,81.2055,19361720286.0
2024-01-17,2903.43,2973.51,2825.01,2912.6,2912.6,5132949277.0,349511431471.0,-3.7184,2,119860638.0,January,2024,Q1,Wednesday,2943.66,2907.71,62.8539,5132949277.0
2024-01-18,3021.16,3061.69,2970.2,2992.72,2992.72,19967312835.0,359126115508.0,2.6772,2,120150353.0,January,2024,Q1,Thursday,2956.26,2912.78,62.5401,19967312835.0
2024-01-19,2952.13,3049.26,2960.95,2983.31,2983.31,15152319483.0,357996611856.0,-0.3155,2,120015638.0,January,2024,Q1,Friday,2948.95,2915.9,54.3249,15152319483.0
2024-01-20,2885.99,3014.76,2915.77,2931.67,2931.67,17427039492.0,351800671997.0,-1.7612,2,119912989.0,January,2024,Q1,Saturday,2945.27,2917.13,54.5252,17427039492.0
2024-01-21,3140.97,3190.58,3037.78,3159.34,3159.34,9419290945.0,379120789201.0,7.2062,2,119970091.0,January,2024,Q1,Sunday,2986.46,2932.2,87.8126,9419290945.0
2024-01-22,3016.55,3060.85,2948.7,3042.45,3042.45,5214729165.0,365093506727.0,-3.8421,2,119815028.0,January,2024,Q1,Monday,3006.14,2941.96,81.6531,5214729165.0
2024-01-23,2810.43,2878.22,2784.31,2833.51,2833.51,16068042778.0,340021647614.0,-7.3736,2,119851147.0,January,2024,Q1,Tuesday,2979.37,2940.64,103.739,16068042778.0
2024-01-24,2982.0,3103.53,2967.77,3014.12,3014.12,17512168955.0,361694407354.0,5.992,2,120106219.0,January,2024,Q1,Wednesday,2993.87,2945.12,99.8728,17512168955.0
2024-01-25,2895.8,2985.42,2898.97,2949.83,2949.83,16107141979.0,353979161741.0,-2.1796,2,119800005.0,January,2024,Q1,Thursday,2987.75,2947.21,101.2614,16107141979.0
2024-01-26,3015.13,3162.25,2975.69,3074.42,3074.42,7142754310.0,368930129378.0,4.0525,2,119966626.0,January,2024,Q1,Friday,3000.76,2944.34,106.3248,7142754310.0
2024-01-27,3003.64,3060.91,2863.24,2946.16,2946.16,16301418834.0,353539790725.0,-4.3532,2,120009004.0,January,2024,Q1,Saturday,3002.83,2945.71,104.8868,16301418834.0
2024-01-28,2994.94,3028.51,2969.14,3003.62,3003.62,16533841732.0,360434690201.0,1.9129,2,119821854.0,January,2024,Q1,Sunday,2980.59,2947.27,79.6341,16533841732.0
2024-01-29,3042.19,3143.56,3022.42,3056.33,3056.33,14878107735.0,366759360270.0,1.7245,2,120189231.0,January,2024,Q1,Monday,2982.57,2950.86,81.5802,14878107735.0
2024-01-30,3110.4,3151.62,3062.14,3088.21,3088.21,16491738992.0,370585424319.0,1.0324,2,119890450.0,January,2024,Q1,Tuesday,3018.96,2956.11,57.1627,16491738992.0
2024-01-31,2892.87,3029.38,2843.6,2925.85,2925.85,17688821595.0,351101623269.0,-5.5493,2,119921679.0,January,2024,Q1,Wednesday,3006.35,2958.3,67.2528,17688821595.0
2024-02-01,3051.89,3031.51,2902.73,2997.93,2997.93,14204061714.0,359751400738.0,2.4044,2,119921577.0,February,2024,Q1,Thursday,3013.22,2959.83,62.8277,14204061714.0
2024-02-02,3023.65,3076.83,2946.73,2989.41,2989.41,6329070710.0,358729392589.0,-0.2849,2,119892167.0,February,2024,Q1,Friday,3001.07,2964.96,56.9686,6329070710.0
2024-02-03,2928.86,3080.0,2960.69,2977.76,2977.76,12314417145.0,357331548801.0,-0.3912,2,119800590.0,February,2024,Q1,Saturday,3005.59,2968.07,53.0062,12314417145.0
2024-02-04,3163.33,3294.59,3148.8,3173.79,3173.79,6164740020.0,380855188381.0,6.1765,2,120091738.0,February,2024,Q1,Sunday,3029.9,2978.18,82.6735,6164740020.0
2024-02-05,3113.91,3156.08,2948.15,3067.39,3067.39,11113145465.0,368086949643.0,-3.4688,2,120186738.0,February,2024,Q1,Monday,3031.48,2983.04,83.3656,11113145465.0
2024-02-06,2988.71,3002.25,2891.42,2936.47,2936.47,11106597337.0,352376232085.0,-4.4585,2,119889717.0,February,2024,Q1,Tuesday,3009.8,2977.39,85.8462,11106597337.0
2024-02-07,3108.97,3195.91,3013.65,3113.03,3113.03,5990147662.0,373563409520.0,5.6716,2,120065219.0,February,2024,Q1,Wednesday,3036.54,2988.59,84.4798,5990147662.0
2024-02-08,3226.12,3325.27,3125.28,3211.55,3211.55,10232308010.0,385385816021.0,3.0677,2,120096759.0,February,2024,Q1,Thursday,3067.06,2996.09,104.4348,10232308010.0
2024-02-09,3084.83,3204.54,3069.04,3126.47,3126.47,6664971482.0,375176282514.0,-2.7213,2,120139370.0,February,2024,Q1,Friday,3086.64,3006.7,100.2139,6664971482.0
2024-02-10,2981.79,2942.07,2888.67,2924.34,2924.34,17123528150.0,350920845938.0,-6.9119,2,119969052.0,February,2024,Q1,Saturday,3079.01,3007.36,111.3069,17123528150.0
2024-02-11,2976.8,3122.19,2981.27,3009.09,3009.09,19215320389.0,361091389604.0,2.8166,2,119921172.0,February,2024,Q1,Sunday,3055.48,3006.51,105.17,19215320389.0
2024-02-12,3206.86,3242.86,3067.48,3151.06,3151.06,6084747129.0,378127066302.0,4.5053,2,119930118.0,February,2024,Q1,Monday,3067.43,3012.97,111.3242,6084747129.0
2024-02-13,3012.82,3080.78,2898.72,2994.9,2994.9,19326728109.0,359387614557.0,-5.2143,2,120085049.0,February,2024,Q1,Tuesday,3075.78,3017.1,101.6373,19326728109.0
2024-02-14,3102.07,3127.52,3003.7,3088.76,3088.76,12838648990.0,370650675476.0,3.0387,2,120126712.0,February,2024,Q1,Wednesday,3072.31,3023.23,100.563,12838648990.0
2024-02-15,3118.48,3204.36,3043.46,3116.9,3116.9,9493485169.0,374027923782.0,0.9029,2,119872646.0,February,2024,Q1,Thursday,3058.79,3026.43,83.6641,9493485169.0
2024-02-16,2950.27,3038.42,2963.1,2982.4,2982.4,6152931129.0,357887416288.0,-4.5099,2,119948376.0,February,2024,Q1,Friday,3038.21,3028.76,81.9425,6152931129.0
2024-02-17,3013.85,3138.22,2934.59,3053.35,3053.35,12509364021.0,366402533264.0,2.324,2,120160776.0,February,2024,Q1,Saturday,3056.64,3030.78,64.7731,12509364021.0
2024-02-18,2769.02,2824.78,2708.05,2800.33,2800.33,16917733167.0,336039793568.0,-9.0355,2,120122677.0,February,2024,Q1,Sunday,3026.81,3024.68,117.1752,16917733167.0
2024-02-19,2941.79,3062.64,2933.72,2979.15,2979.15,15606297159.0,357498224234.0,6.0024,2,120193943.0,February,2024,Q1,Monday,3002.26,3026.26,104.0778,15606297159.0
2024-02-20,3076.35,3163.95,2922.76,3042.32,3042.32,5753390172.0,365078932465.0,2.0765,2,120101699.0,February,2024,Q1,Tuesday,3009.03,3022.36,105.0579,5753390172.0
2024-02-21,2946.33,2983.92,2886.83,2964.1,2964.1,6093527531.0,355691424326.0,-2.6392,2,119957278.0,February,2024,Q1,Wednesday,2991.22,3019.75,99.7203,6093527531.0
2024-02-22,3139.34,3321.14,3114.74,3195.86,3195.86,11043099239.0,383503627581.0,7.2521,2,120036255.0,February,2024,Q1,Thursday,3002.5,3031.83,118.9229,11043099239.0
2024-02-23,3007.58,3008.99,2860.12,2952.18,2952.18,9429357411.0,354261708075.0,-8.2543,2,120064406.0,February,2024,Q1,Friday,2998.18,3029.77,120.3146,9429357411.0
2024-02-24,3079.24,3140.27,2931.36,3032.68,3032.68,8485764846.0,363921948975.0,2.6545,2,119831382.0,February,2024,Q1,Saturday,2995.23,3032.53,118.9813,8485764846.0
2024-02-25,3132.31,3179.35,2993.46,3079.62,3079.62,9215067484.0,369553999177.0,1.524,2,120017799.0,February,2024,Q1,Sunday,3035.13,3032.7,84.5881,9215067484.0
2024-02-26,3248.78,3264.86,3155.5,3185.71,3185.71,17052241149.0,382285311294.0,3.3303,2,120083728.0,February,2024,Q1,Monday,3064.64,3040.69,96.9331,17052241149.0
2024-02-27,2918.21,3047.98,2906.99,2956.78,2956.78,18938420804.0,354813178045.0,-7.7427,2,119866929.0,February,2024,Q1,Tuesday,3052.42,3039.12,105.2507,18938420804.0
2024-02-28,3152.78,3279.1,3047.26,3165.92,3165.92,11076540418.0,379910849157.0,6.6062,2,120112253.0,February,2024,Q1,Wednesday,3081.25,3042.78,104.6661,11076540418.0
2024-02-29,3106.67,3133.78,3035.36,3074.91,3074.91,18591665032.0,368988880586.0,-2.96,2,120033509.0,February,2024,Q1,Thursday,3063.97,3042.33,91.7831,18591665032.0
2024-03-01,3020.28,3046.07,2942.76,2996.78,2996.78,9822435519.0,359613959015.0,-2.6069,2,120180889.0,March,2024,Q1,Friday,3070.34,3044.7,83.9424,9822435519.0
2024-03-02,3070.38,3201.8,3050.84,3113.49,3113.49,12146554795.0,373618556694.0,3.7484,2,119816969.0,March,2024,Q1,Saturday,3081.89,3048.55,83.4549,12146554795.0
2024-03-03,3132.75,3196.61,3030.62,3093.67,3093.67,8390434967.0,371239869573.0,-0.6407,2,119906130.0,March,2024,Q1,Sunday,3083.89,3052.03,83.5601,8390434967.0
2024-03-04,2997.55,3126.97,2950.78,3030.95,3030.95,14607140633.0,363714448250.0,-2.069,2,120040622.0,March,2024,Q1,Monday,3061.79,3053.8,71.7739,14607140633.0
2024-03-05,3051.71,3187.39,2968.51,3085.8,3085.8,19684716728.0,370295852119.0,1.7773,2,119918624.0,March,2024,Q1,Tuesday,3080.22,3050.87,54.8959,19684716728.0
2024-03-06,3055.16,3112.41,3009.7,3050.65,3050.65,14052396441.0,366078037017.0,-1.1522,2,120085770.0,March,2024,Q1,Wednesday,3063.75,3050.31,40.2336,14052396441.0
2024-03-07,3103.33,3195.8,3063.23,3091.84,3091.84,10367211262.0,371020666214.0,1.3322,2,120103602.0,March,2024,Q1,Thursday,3066.17,3055.49,41.505,10367211262.0
2024-03-08,3147.08,3165.92,3099.67,3137.04,3137.04,14717261690.0,376444243104.0,1.4407,2,119841006.0,March,2024,Q1,Friday,3086.21,3056.29,35.9017,14717261690.0
2024-03-09,3159.79,3289.56,3096.5,3212.28,3212.28,6843810177.0,385473952237.0,2.3425,2,120005542.0,March,2024,Q1,Saturday,3100.32,3056.31,59.8466,6843810177.0
2024-03-10,3032.86,3003.29,2905.27,2987.75,2987.75,18329886204.0,358529549734.0,-7.5153,2,120003556.0,March,2024,Q1,Sunday,3085.19,3051.69,73.6143,18329886204.0
2024-03-11,3228.27,3312.14,3209.92,3258.82,3258.82,12546259262.0,391058539768.0,8.3182,2,119947712.0,March,2024,Q1,Monday,3117.74,3062.84,93.366,12546259262.0
2024-03-12,2889.99,2985.75,2835.02,2933.46,2933.46,11740246131.0,352015132775.0,-11.0914,2,120173170.0,March,2024,Q1,Tuesday,3095.98,3060.32,116.8524,11740246131.0
2024-03-13,3126.85,3137.06,2970.76,3078.98,3078.98,13787971827.0,369477166924.0,4.7261,2,120131003.0,March,2024,Q1,Wednesday,3100.02,3057.91,115.5037,13787971827.0
2024-03-14,3196.95,3231.85,3031.0,3139.73,3139.73,14371757942.0,376767099222.0,1.9349,2,120078884.0,March,2024,Q1,Thursday,3106.87,3062.74,116.3533,14371757942.0
2024-03-15,3161.88,3174.7,3000.91,3116.73,3116.73,6076637093.0,374007991400.0,-0.7377,2,120085731.0,March,2024,Q1,Friday,3103.96,3063.67,115.727,6076637093.0
2024-03-16,3083.8,3109.15,3003.96,3046.09,3046.09,15239258318.0,365530470520.0,-2.3192,2,119984686.0,March,2024,Q1,Saturday,3080.22,3061.31,106.48,15239258318.0
2024-03-17,3100.09,3121.98,2984.14,3080.96,3080.96,8628975205.0,369715457599.0,1.1319,2,120168398.0,March,2024,Q1,Sunday,3093.54,3064.6,98.5191,8628975205.0
